Artist,Genres,Songs,Popularity,Link
Hilary Duff,Dance; Pop; Pop/Rock,119,0,/hilary-duff/
Aqua,Dance,46,1,/aqua/
Yelle,Electronica; Dance; Tecnopop,52,0,/yelle/
Vanessa Hudgens,Dance; Pop; Pop/Rock,52,1,/vanessa-hudgens/
Girls' Generation,K-Pop/K-Rock; Pop; Dance,248,0,/girls-generation/
Emily Osment,Electronica; Dance; Pop/Rock,42,1,/emily-osment/
Noel,Dance,13,0,/noel/
Moony,Dance; Electronica,10,0,/moony/
Alexandra Stan,Electronica; Dance; Tecnopop,64,1,/alexandra-stan/
Whigfield,Dance; Electronica; Pop,51,0,/whigfield/
Cody Simpson,Pop; Romântico; Dance,139,0,/cody-simpson/
Banda Djavú,Forró; Dance; Tecnopop,49,0,/djavu/
Kasino,Dance; Electronica; Tecnopop,23,0,/kasino/
The Underdog Project,Dance; Electronica; Pop,28,0,/the-underdog-project/
Guru Josh,Electronica; Dance; House,7,0,/guru-josh-project/
Edward Maya,Dance; Electronica; House,26,0,/edward-maya/
Larissa Manoela,Romântico; Infantil; Dance,44,0,/larissa-manoela/
Milena Stepanienco,Dance; Infantil,30,0,/milena-stepanienco/
Die Antwoord,Rap; Electronica; Dance,89,1,/die-antwoord/
Magic Box,Dance; Electronica; Tecnopop,10,0,/magic-box/
Quase Anjos/Casi Angeles,Romântico; Dance; Pop,96,0,/casi-angeles/
Ian Van Dahl,Dance; Electronica; House,33,0,/ian-van-dahl/
Electronic,Rock; Electronica; Dance,44,0,/electronic/
Cher Lloyd,Pop; Dance; Electronica,62,0,/cher-lloyd/
Basshunter,Dance; Electronica; Tecnopop,90,0,/basshunter/
Deee Lite,Dance; Pop,40,0,/deee-lite/
Miranda Cosgrove,Dance; Pop; Pop/Rock,39,0,/miranda-cosgrove/
September,Dance; Pop,62,0,/september/
Pixie Lott,Pop; Dance; Pop/Rock,104,0,/pixie-lott/
Lorena Simpson,Electronica; Dance; House,23,0,/lorena-simpson/
Cascada,Dance; Electronica; Tecnopop,93,1,/cascada/
Tiko's Groove,Electronica; Dance; Tecnopop,8,0,/tikos-groove/
Yang Tiuti,Infantil; Dance,10,0,/yang-tiuti/
DJ Antoine,House; Electronica; Dance,47,0,/dj-antoine/
John Martin,Electronica; Dance,9,0,/john-martin/
Martin Solveig,Electronica; Dance; House,34,0,/martin-solveig/
Floribella,Romântico; Infantil; Dance,35,0,/floribella/
2NE1,K-Pop/K-Rock; Pop; Dance,103,0,/2ne1/
Jax Jones,Pop; Dance; Electronica,24,0.1,/jax-jones/
Gabry Ponte,Dance,44,0,/gabry-ponte/
Bratz,Dance; Pop; Pop/Rock,40,0,/bratz/
Dev,Tecnopop; Dance; Electronica,77,0,/dev/
Natalia Kills,Pop; Dance; Electronica,57,0,/natalia-kills/
Alex Gaudino,House; Electronica; Dance,24,0,/alex-gaudino/
Isa Tkm (novela),Romântico; Dance; Trilha Sonora,33,0,/isa-tkm/
Zé Mariano Júnior,Forró; Dance; Sertanejo,72,0,/ze-mariano-junior/
Christopher Uckermann,Pop; Pop/Rock; Dance,31,0,/christopher-uckermann/
Mashup Germany,Dance; Electronica; Pop,25,0,/mashup-germany/
DJ PV,Electronica; Dance; Gospel/Religioso,22,0,/dj-pv/
Yolanda Be Cool,Dance; Electronica; Tecnopop,8,0,/yolanda-be-cool/
Yves Larock,Electronica; Dance; Tecnopop,10,0,/yves-larock/
Real Mccoy,Dance,18,0,/real-mccoy/
The Saturdays,Pop; Dance; Electronica,91,0,/the-saturdays/
Luciana,Dance; Electronica; Pop,39,0,/luciana/
DJ Earworm,Electronica; Dance,30,1,/dj-earworm/
Vremya I Steklo,Electronica; Dance; Pop,5,0,/vremya-i-steklo/
≛NXT≛,Dance; MPB; Pop,1,NA,/nxt/
Florida Inc.,Dance; Tecnopop; Electronica,5,0,/florida-inc/
Nicola Roberts,Dance; Pop; Romântico,17,0,/nicola-roberts/
Hyuna,K-Pop/K-Rock; Dance,53,0,/hyuna/
Lolla Poderosa,Pop/Rock; Dance; Infantil,12,0,/lolla-poderosa/
MALIFOO,Pop; Electronica; Dance,15,0,/malifoo/
The Cab,Pop/Rock; Rock; Pop,39,0,/the-cab/
China Anne Mcclain,Dance; Pop; Pop/Rock,25,0,/china-anne-mcclain/
Keke Palmer,Dance; Hip Hop; R&B,105,0,/keke-palmer/
Shanell,Pop; R&B; Hip Hop,95,0,/shanell/
DARKSIDE (Nicolas Jaar & Dave Harrington),Electronica; Dance,17,0,/darkside-nicolas-jaar-dave-harrington/
Milk Inc.,Dance; Electronica; Tecnopop,67,0,/milk-inc/
Zabot,Pop; Dance,10,0,/zabot/
DJ Ian Carey,Electronica; Dance; House,20,0,/ian-carey-pres-the-good-guys/
Markus Schulz,Trance; Dance; Electronica,36,0,/markus-schulz/
Powered Djs,Pop; Dance; Electronica,9,0,/powered-djs/
Jair & Vanise,House; Electronica; Dance,16,0,/jair-vanise/
Sak Noel,Tecnopop; Dance; House,4,0,/sak-noel/
Bee Gees,Soft Rock; Disco; Pop,554,18,/bee-gees/
Gloria Gaynor,Disco,38,8.6,/gloria-gaynor/
The Temptations,Soul Music; Psicodelia; Disco,156,5.5,/temptations/
"Earth, Wind And Fire",Disco; R&B; Soul Music,190,2.2,/earth-wind-and-fire/
Barry White,Soul Music; Disco; R&B,52,1.8,/barry-white/
Diana Ross,R&B; Soul Music; Disco,358,2.1,/diana-ross/
K.C. And The Sunshine Band,Disco; R&B; Funk,24,2,/k-c-and-the-sunshine-band/
Donna Summer,Disco; R&B,217,2,/donna-summer/
Tina Charles,Disco; Dance; Pop,25,1,/tina-charles/
The Isley Brothers,Soul Music; R&B; Disco,116,0,/the-isley-brothers/
Chic,Disco; Funk,50,0,/chic/
Grace Jones,Disco; Pop; Jazz,93,0,/grace-jones/
Giorgio Moroder,Disco; Electronica; Dance,41,0,/giorgio-moroder/
Sister Sledge,Disco; R&B; Soul Music,11,0,/sister-sledge/
The S.O.S. Band,R&B; Disco; Black Music,7,0,/the-s-o-s-band/
Anita Ward,Disco,3,0,/anita-ward/
Ike and Tina Turner,Soul Music; R&B; Rock,31,0,/ike-turner/
The Trammps,Disco; Soul Music; R&B,5,0,/the-trammps/
Sylvester,Disco; Hip Hop,5,0,/sylvester/
Wilson Pickett,Soul Music; Disco; R&B,43,0,/wilson-pickett/
Andrea True Connection,Disco,6,0,/andrea-true-connection/
Celina Santana,Samba; Disco; Infantil,10,0,/celina-santana/
Metrolboy,Electro Swing,22,0,/metrolboy/
Sia,Trip-Hop; Pop; Romântico,199,135.1,/sia/
Ellie Goulding,Pop; Electronica; Indie,150,16.1,/ellie-goulding/
Vintage Culture,Electronica,54,16.5,/vintage-culture/
Tove Lo,Indie; Electronica; Pop,88,5.1,/tove-lo/
Clean Bandit,Electronica,47,2.6,/clean-bandit/
Daft Punk,House; Electronica; Tecnopop,101,4.2,/daft-punk/
Marshmello,Electronica,83,2.9,/marshmello/
t.A.T.u.,Pop/Rock; Electronica; Pop,83,3,/t-a-t-u/
Martin Garrix,Electronica,81,2.4,/martin-garrix/
Bruno Martini,Electronica,34,1.7,/bruno-martini/
Zedd,Electronica,56,1.4,/zedd/
Massive Attack,Trip-Hop; Instrumental; Electronica,66,1.5,/massive-attack/
Skrillex,Electronica,87,1.4,/skrillex/
Benny Benassi,House; Electronica; Pop,67,0.2,/benny-benassi/
Björk,Indie; Electronica; Chillout,214,0,/bjork/
The Prodigy,Electronica,131,0,/prodigy/
Sigala,Electronica,19,1,/sigala/
Owl City,Indie; Pop; Tecnopop,125,0,/owl-city/
M.I.A.,Electronica; Hip Hop; Pop,122,0,/m-i-a/
Hooverphonic,Trip-Hop; Electronica,118,0,/hooverphonic/
Summer Eletrohits,COLETÂNEA; Electronica; Dance; Tecnopop,32,1,/summer-eletrohits/
The Chemical Brothers,Electronica,91,0,/the-chemical-brothers/
Portishead,Trip-Hop; Electronica,55,1,/portishead/
DJ Shadow,Electronica; Hip Hop; Dance,36,0,/dj-shadow/
Kraftwerk,Electronica; Progressivo,84,0,/kraftwerk/
Fatboy Slim,Electronica,90,0,/fatboy-slim/
Above & Beyond,House; Trance; Electronica,61,0,/above-beyond/
Afrojack,Electronica; House; Dance,104,0.4,/afrojack/
Jawsh 685,House; Electronica; Tropical House,4,1.4,/jawsh-685/
deadmau5,Electronica; House,109,0.2,/deadmau5/
3OH!3,Electronica; Pop; Tecnopop,88,0,/3oh3/
Videoclub,House; Electronica; Pop,4,0.1,/videoclub/
Moloko,Trip-Hop; Electronica; Tecnopop,51,0,/moloko/
Cobra Starship,Electronica; Pop/Rock; Power-Pop,57,0,/cobra-starship/
Faithless,House; Electronica,52,0,/faithless/
Gui Boratto,Electronica,12,0,/gui-boratto/
Nicky Romero,Electronica,52,0,/nicky-romero/
Infected Mushroom,Electronica,80,0,/infected-mushroom/
Jean-Michel Jarre,Progressivo; Electronica; New Age,150,0.1,/jean-michel-jarre/
TroyBoi,Electronica,5,0,/troyboi/
Eskimo,Electronica; Dance; Progressivo,11,0,/dj-eskimo/
Nervo,Electronica,45,0,/nervo/
Ladytron,Electronica; Tecnopop; Indie,83,0,/ladytron/
Sesto Sento,Trance; Electronica; Psicodelia,11,0,/sesto-sento/
LCD Soundsystem,Indie; Electronica; Rock,44,0,/lcd-soundsystem/
Brian Eno,Progressivo; Electronica,110,0,/brian-eno/
Mashup,Electronica; Pop/Rock; Pop,66,0,/mashup/
Hot Chip,Electronica,91,0,/hot-chip/
Electric Guest,Indie; Electronica; Rock Alternativo,22,0,/electric-guest/
House Boulevard,Electronica; Dance; House,3,0,/house-boulevard/
Sebastian Ingrosso & Alesso,House; Electronica; Dance,2,0,/sebastian-ingrosso-alesso/
COBRAH,Pop; Electronica,12,0,/cobrah/
Neon Hitch,Electronica; Pop; Dance,67,0,/neon-hitch/
Felguk,Electronica; House; Dance,45,0,/felguk/
Bag Raiders,Electronica; House; Hip Hop,4,0,/bag-raiders/
NCS,Electronica,24,0,/ncs/
G&Baby,Pop; Electronica,8,0,/gbaby/
Miike Snow,House; Indie; Electronica,33,0,/miike-snow/
Ale Porto,Progressivo; House; Electronica,1,0,/ale-porto/
Emma Hewitt,House; Trance; Electronica,13,0,/emma-hewitt/
Jeffree Star,Electronica; Tecnopop; Pop,60,0,/jeffree-star/
Basement Jaxx,Electronica; Dance; House,77,0,/basement-jaxx/
Enter Shikari,Hard Rock; Hardcore; Electronica,64,0,/enter-shikari/
Klaas,Electronica; Dance; House,22,0,/klaas/
Paul Van Dyk,Trance; Electronica; Dance,38,0,/paul-van-dyk/
Oh Land,Electronica; Pop,33,0,/oh-land/
Cut Copy,Electronica; Indie; New Wave,44,0,/cut-copy/
The Crystal Method,Trip-Hop; Electronica; Jazz,14,0,/the-crystal-method/
Larissa Lahw,House; Electronica,6,0,/larissa-lahw/
Dj Fresh,Electronica; Dance; Psicodelia,16,0,/dj-fresh/
Nero,Electronica; Pop,19,0,/nero/
Showtek,Electronica,15,0,/showtek/
Fernando Castello,Pop; Electronica,4,0,/fernando-castello/
Katy B,Electronica; Pop,57,0,/katy-b/
Eric Saade,Electronica; Pop; Tecnopop,56,0,/eric-saade/
Chase And Status,Electronica,20,0,/chase-and-status/
The Young Luiz,Electronica,1,0,/the-young-luiz/
Chris Lake,Trance; House; Electronica,7,0,/chris-lake/
Malik Mustache,Hip Hop; Rap; Electronica,2,0,/malik-mustache/
Kdrew,Pop; Electronica; Dance,20,0,/kdrew/
Brokencyde,Electronica; Hardcore; Hip Hop,75,0,/brokencyde/
Gabys,Pop; Indie; Electronica,11,0,/gabys/
Dj Ralk,NA,1,0,/dj-ralk/
Mylo,House; Electronica,7,0,/mylo/
Niki & The Dove,Indie; Electronica,26,0,/niki-the-dove/
Flunk,Trip-Hop; Electronica; Axé,40,0,/flunk/
Marcinho DJ,House; Electronica; Funk Carioca,5,0,/marcinho-dj/
Fresno,Pop/Rock; Emocore; Rock,184,1.4,/fresno/
Tokio Hotel,Rock Alternativo; Emocore; Rock,131,0.3,/tokio-hotel/
Black Veil Brides,Rock; Hard Rock; Emocore,96,0,/black-veil-brides/
Sleeping With Sirens,Hardcore; Rock; Emocore,83,0,/sleeping-with-sirens/
Hevo84,Pop/Rock; Romântico; Emocore,60,0,/hevo84/
Escape The Fate,Hardcore; Rock; Emocore,92,0,/escape-the-fate/
The Used,Emocore; Rock; Hardcore,144,0,/the-used/
Dashboard Confessional,Emocore; Pop/Rock,124,0,/dashboard-confessional/
Catch Side,Pop/Rock; Emocore; Romântico,66,0,/catch-side/
Hori,Pop; Emocore; Rock Alternativo,32,0,/hori/
Agnela,Pop/Rock; Rock; Pop,30,0,/agnela/
Drive,Rock; Emocore; Hardcore,44,0,/drive/
AFI,Emocore; Punk Rock; Hardcore,210,0,/afi/
Funeral For A Friend,Emocore; Rock; Hardcore,113,0,/funeral-for-a-friend/
Beeshop,Rock; Emocore; Pop/Rock,39,0,/beeshop/
Blessthefall,Hardcore; Emocore; Rock,73,0,/blessthefall/
Fake Number,Pop/Rock; Emocore; Rock,42,0,/fake-number/
Taking Back Sunday,Emocore; Rock,95,0,/taking-back-sunday/
Alesana,Hardcore; Emocore; Rock,90,0,/alesana/
Finch,Emocore; Hardcore; Rock,66,0,/finch/
Offline,Emocore; Pop/Rock; Hardcore,25,0,/offline/
emoponto,Emocore; Pop/Punk,55,0,/emoponto/
The Word Alive,Hardcore; Emocore; Rock,56,0,/the-word-alive/
Etna,Pop/Rock; Emocore; Hardcore,24,0,/etna/
Hateletters,Pop/Punk; Emocore; Pop/Rock,10,0,/hateletters/
Amália Rodrigues,Fado,314,1.4,/amalia-rodrigues/
Roberto Leal,Fado; Regional,300,0,/roberto-leal/
Ana Moura,Fado,107,0,/ana-moura/
Mariza,Fado,98,0,/mariza/
Dulce Pontes,Fado,88,0,/dulce-pontes/
Camané,Fado; World Music; Bossa Nova,100,0,/camane/
Ed Sheeran,Indie; Romântico; Pop/Rock,224,114.2,/ed-sheeran/
Jack Johnson,Surf Music; Folk; Pop/Rock,135,21.4,/jack-johnson/
James Blunt,Pop/Rock; Romântico; Pop,113,10.7,/james-blunt/
Leonard Cohen,Folk,166,12.1,/leonard-cohen/
Florence And The Machine,Rock Alternativo; Folk; Indie,137,9.6,/florence-and-the-machine/
Anavitória,Indie; Pop; Folk,78,4.6,/anavitoria/
Eddie Vedder,Folk; Rock; Grunge,56,5,/eddie-vedder/
Passenger,Indie; Folk,137,8.6,/passenger-reino-unido/
Zé Ramalho,MPB; Folk,236,5.1,/ze-ramalho/
The Lumineers,Folk; Indie,62,6.9,/the-lumineers/
Kodaline,Folk; Soft Rock; Indie,56,8.8,/kodaline/
Birdy,Romântico; Folk; Indie,86,4,/birdy/
Vance Joy,Indie; Folk,35,3.3,/vance-joy/
Neil Young,Rock; Folk,517,2.6,/neil-young/
Damien Rice,Folk,89,2.2,/damien-rice/
Mumford & Sons,Folk; Indie; Country,71,1.9,/mumford-sons/
Bon Iver,Indie; Folk,67,1.8,/bon-iver/
Sufjan Stevens,Indie; Folk,187,1.7,/sufjan-stevens/
Clarice Falcão,MPB; Romântico; Folk,54,1.2,/clarice-falcao/
Zeeba,Folk,24,1.2,/zeeba/
Jethro Tull,Progressivo; Folk,326,1,/jethro-tull/
Ben Howard,Indie; Folk,66,1.3,/ben-howard/
Renato Teixeira,Regional; Sertanejo; MPB,221,1,/renato-teixeira/
Mallu Magalhães,Indie; Folk; MPB,101,2.4,/mallu-magalhaes/
14 Bis,MPB; Pop; Folk,121,1,/14-bis/
The Mamas And The Papas,Pop; Folk,63,0,/mamas-papas/
Loreena McKennitt,Folk; New Age; World Music,75,1,/loreena-mckennitt/
Van Morrison,Rock; Soul Music; Folk,500,1,/van-morrison/
Beirut,Indie; Folk; Instrumental,77,0,/beirut/
Regina Spektor,Romântico; Folk; Indie,168,0,/regina-spektor/
Jake Bugg,Indie; Folk,82,1,/jake-bugg/
José González,Folk,39,0.2,/jose-gonzalez/
A Banda Mais Bonita da Cidade,Indie; Folk; MPB,50,1,/a-banda-mais-bonita-da-cidade/
Joni Mitchell,Folk; Jazz; Pop,221,0,/joni-mitchell/
Marcela Taís,Folk; Gospel/Religioso,28,1,/marcela-tais/
Edward Sharpe And The Magnetic Zeros,Folk; Indie; Rock Alternativo,44,0,/edward-sharpe-and-the-magnetic-zeros/
Vanguart,Indie; Rock; Folk,101,0,/vanguart/
Gabriel Sater,Folk,24,0.3,/gabriel-sater/
Dropkick Murphys,Punk Rock; Folk,164,0,/dropkick-murphys/
Ray LaMontagne,Folk; Romântico; Soft Rock,72,0,/ray-lamontagne/
Jewel,Pop; Folk,255,0,/jewel/
The Pogues,Folk; Rock,111,1,/pogues/
Nick Drake,Folk; Trilha Sonora; Indie,68,0,/nick-drake/
Never Shout Never,Indie; Folk; Romântico,113,0,/never-shout-never/
Buffalo Springfield,Rock; Folk,38,0,/buffalo-springfield/
Wilco,Rock; Indie; Folk,192,0,/wilco/
Joan Baez,Folk; World Music; Psicodelia,333,0,/joan-baez/
"Peter, Paul And Mary",Folk; Blues; Axé,33,0,/peter-paul-and-mary/
Amos Lee,Folk,53,0,/amos-lee/
Elliott Smith,Indie; Folk; Rock Alternativo,162,1,/elliott-smith/
Agridoce,Folk; Indie,19,0,/agridoce/
The Dubliners,Folk; Clássico; Velha Guarda,63,0,/dubliners/
Father John Misty,Indie; Folk,58,0.1,/father-john-misty/
First Aid Kit,Folk,65,0,/first-aid-kit/
John Prine,Folk,177,0,/john-prine/
Pete Seeger,Folk,18,0,/pete-seeger/
Iron & Wine,Folk; Indie; Romântico,125,0,/iron-wine/
Fleet Foxes,Folk; Indie,61,0.1,/fleet-foxes/
Eluveitie,Folk; Heavy Metal; Gótico,82,0,/eluveitie/
The Head and The Heart,Folk; Indie,29,0,/the-head-and-the-heart/
Devendra Banhart,Folk; Psicodelia; Indie,181,0,/devendra-banhart/
Little Joy,Indie; Folk; Rock,13,0,/little-joy/
Dexys Midnight Runners,Pós-Punk; Folk; Soul Music,32,0,/dexys-midnight-runners/
James Vincent Mcmorrow,Folk; Indie,30,0,/james-vincent-mcmorrow/
My Morning Jacket,Indie; Folk; Rock,127,0.1,/my-morning-jacket/
Aimee Mann,Pop/Rock; Indie; Folk,186,0,/aimee-mann/
Matt Nathanson,Pop/Rock; Folk; Romântico,78,0,/matt-nathanson/
Laura Marling,Folk; Indie,95,0,/laura-marling/
Leadbelly,Folk,23,0,/leadbelly/
Neutral Milk Hotel,Indie; Folk; Rock,62,0,/neutral-milk-hotel/
Richard Thompson/ Richard And Linda Thompson,Rock; Folk,271,0,/richard-thompson/
Noah And The Whale,Indie; Folk; Rock,37,0,/noah-and-the-whale/
Woody Guthrie,Folk,81,0,/guthrie-woody/
John Martyn,Folk; Pop/Rock,50,0,/john-martyn/
Luamarte,Pop; MPB; Folk,13,0,/luamarte/
Korpiklaani,Folk,98,0,/korpiklaani/
Rogério Godoy,Pop/Rock; Folk; MPB,8,0,/rogerio-godoy/
Yael Naim,Folk,29,0,/yael-naim/
Josh Rouse,Pop; Folk; Indie,66,0,/josh-rouse/
Judy Collins,Folk,101,0,/judy-collins/
Dawes,Folk; Indie; Rock,41,0,/dawes/
The Duke Spirit,Folk; Country; Rock,20,0,/the-duke-spirit/
Carlos Walker,Psicodelia; Folk; MPB,40,0,/carlos-walker/
Sandy Denny,Folk,151,0,/sandy-denny/
JJ Heller,Folk,51,0,/jj-heller/
Jonavo,Pop/Rock; Rock; Folk,25,0,/jonavo/
Off The King,Pop; Folk; Indie,8,0,/off-the-king/
Sandrera,Folk,17,0,/sandrera/
Little Nation,Pop; Folk,15,0,/little-nation/
Henrique Campos,Folk; Pop,9,0,/henrique-campos/
Feito Café,Pop; Folk; Indie,5,0,/feito-cafe/
Calcinha Preta,Forró; Romântico,316,9.3,/calcinha-preta/
Banda Magníficos,Forró,212,10.1,/banda-magnificos/
Luiz Gonzaga,Forró; MPB,552,6.3,/luiz-gonzaga/
Wesley Safadão,Forró; Romântico,510,3.7,/wesley-safadao/
Eduardo Costa,Sertanejo; Romântico; Forró,325,2.7,/eduardo-costa/
Aviões do Forró,Forró,638,3.1,/avioes-do-forro/
Mastruz Com Leite,Forró,403,2.3,/mastruz-com-leite/
Zé Vaqueiro,Forró; Piseiro,44,1.7,/ze-vaqueiro/
Limão Com Mel,Romântico; Forró; Trilha Sonora,249,1.5,/limao-com-mel/
Falamansa,Forró; Romântico,129,1.8,/falamansa/
Desejo de Menina,Romântico; Forró,144,1.4,/desejo-de-menina/
Elba Ramalho,Forró; MPB,265,3.4,/elba-ramalho/
Flávio José,Forró,200,1.5,/flavio-jose/
Dominguinhos,Forró,290,1.4,/dominguinhos/
Washington Brasileiro,Forró,78,1.4,/washington-brasileiro/
Tarcísio do Acordeon,Forró; Piseiro,29,1.3,/tarcisio-do-acordeon/
Zezo,Forró; Romântico; Velha Guarda,57,1,/zezo/
Saia Rodada,Forró,244,1.5,/saia-rodada/
Mano Walter,Forró,164,1.1,/mano-walter/
Felipe Amorim,Piseiro; Forró,5,1.4,/felipe-amorim/
Vitor Fernandes,Forró; Piseiro,41,0.8,/vitor-fernandes/
"Santanna, O Cantador",Forró,68,0,/santanna-o-cantador/
Trio Chapahall's,Forró; Sertanejo; Romântico,41,0,/trio-chapahalls/
Bonde do Forró,Forró,98,0,/bonde-do-forro/
Dorgival Dantas,Forró,116,0,/dorgival-dantas/
Amelinha,Forró,109,0,/amelinha/
Caju & Castanha,Forró,112,0,/caju-castanha/
Pepe Moreno,Forró; Funk Carioca; Axé,25,0,/pepe-moreno/
Gatinha Manhosa,Forró,203,0.3,/gatinha-manhosa/
Rastapé,Forró,76,0,/rastape/
Genival Lacerda,Forró,207,3.3,/genival-lacerda/
Trio Nordestino,Forró; Disco; Axé,397,0,/trio-nordestino/
Frank Aguiar,Forró,107,0,/frank-aguiar/
Cavaleiros do Forró,Forró,195,0,/cavaleiros-do-forro/
Solteirões do Forró,Forró,172,0,/solteiroes-do-forro/
Moleca 100 Vergonha,Forró; Dance; Axé,133,0,/moleca-100-vergonha/
Banda Cavalo de Pau,Forró,96,0,/banda-cavalo-de-pau/
Companhia do Calypso,Forró,177,0,/companhia-do-calypso/
Circuladô de Fulô,Forró; Reggae; Blues,66,0,/circulado-de-fulo/
Banda Líbanos,Forró; Romântico; Pop,79,0,/banda-libanos/
Forrozão Tropykália,Forró,80,0,/forrozao-tropykalia/
Os 3 do Nordeste,Forró; MPB; Bossa Nova,314,0,/os-3-do-nordeste/
Robério e Seus Teclados,Forró,28,0,/roberio-e-seus-teclados/
Caviar Com Rapadura,Forró; Axé; Pagode,65,0,/caviar-com-rapadura/
Bicho de Pé,Forró,46,0,/bicho-de-pe/
Jackson do Pandeiro,Forró; Samba; MPB,293,0,/jackson-do-pandeiro/
Arreio de Ouro,Forró; Sertanejo; Romântico,72,0,/arreio-de-ouro/
Bonde do Maluco,Forró; Axé; Romântico,47,0,/bonde-do-maluco/
Mala 100 Alça,Forró; Romântico,103,0,/mala-100-alca/
Marinês,Forró,192,0,/marines/
Forró Lagosta Bronzeada,Forró; Romântico; Axé,44,0,/forro-lagosta-bronzeada/
Alcymar Monteiro,Forró,51,0,/alcymar-monteiro/
Forró Real,Forró,120,0,/forro-real/
Petrucio Amorim,Forró; Regional,64,0,/petrucio-amorim/
João do Vale,Forró; Axé,24,0,/joao-do-vale/
Forró Sacode,Forró; Axé; Hip Hop,82,0,/forro-sacode/
Rasta Chinela,Forró; Clássico; Axé,56,0,/rasta-chinela/
Forró Saborear,Forró; Pagode; Axé,73,0,/forro-saborear/
Tiririca,Forró; Infantil; Regional,22,0,/tiririca/
Forró Boys,Forró,45,0,/forro-boys/
Felipão e Forró Moral,Forró,73,0,/felipao-e-forro-moral/
Furacão do Forró,Forró; Pop; Funk,88,0,/furacao-do-forro/
Duquinha e Nordestino do Ritmo,Forró; Axé; Romântico,41,0,/duquinha-e-nordestino-do-ritmo/
Lucy Alves,Forró; MPB,42,0,/lucy-alves/
Ton Oliveira,Forró,36,0,/ton-oliveira/
Forró Bemtivi,Forró,23,0,/forro-bemtivi/
Geraldinho Lins,Forró; Axé; Regional,113,0,/geraldinho-lins/
Forrueiros,Forró; Reggae; MPB,38,0,/forrueiros/
Forró Anjo Azul,Forró; Pop; Axé,66,0,/forro-anjo-azul/
Mestre Zinho,Forró; Regional,100,0,/mestre-zinho/
Trio Virgulino,Forró; Axé; MPB,87,0,/trio-virgulino/
Rogério Farias O Poeta do Sertão,Forró,20,0.1,/rogerio-farias-o-poeta-do-sertao/
Banda 100 Stress,Romântico; Pop; Forró,80,0,/banda-100-stress/
Catuaba Com Amendoim,Forró,24,0,/catuaba-com-amendoim/
Sivuca,MPB; Forró; Trilha Sonora,27,0,/sivuca/
Trio Forrozão,Forró; Axé,73,0,/trio-forrozao/
Forró Pegado,Forró; Sertanejo; Electronica,87,0,/forro-pegado/
Stefhany,Forró; Romântico,79,0,/stefhany/
Henrique Land,Sertanejo; Forró,3,0,/henrique-land/
Trio Dona Zefa,Forró,37,0,/trio-dona-zefa/
Eldo Cardoso,Pop; Sertanejo; Forró,4,0,/eldo-cardoso/
Fabrícia,Forró,4,0,/fabricia/
Batista Lima,Forró,17,0,/batista-lima/
Bia Socek,Forró,16,0,/bia-socek/
Banda Tarraxinha,Forró,27,0,/banda-tarraxinha/
Luan e Forró Estilizado,Forró,67,0,/luan-e-forro-estilizado/
Luana Magalhães,Romântico; Forró; Sertanejo,2,0,/luana-magalhaes/
Fábio Carneirinho,Forró,38,0,/fabio-carneirinho/
Louro Santos e Forró da Malagueta,Forró; Romântico; Instrumental,39,0,/louro-santos-e-forro-da-malagueta/
Onildo Barbosa e Seus Cabras da Peste,Forró; Axé,25,0,/onildo-barbosa-e-seus-cabras-da-peste/
Kelly Freitas Elétrica,Forró,4,0,/kelly-freitas-eletrica/
Black do Acordeon,Forró,18,0,/black-do-acordeon/
Forró Karamelado,Forró; Romântico,16,0,/forro-karamelado/
Ferro Na Boneca,Forró; Axé; Velha Guarda,92,0,/ferro-na-boneca/
Forró Balancear,Forró; Axé,73,0,/forro-balancear/
Gaviões do Forró,Forró; Sertanejo; Funk,22,0,/gavioes-do-forro/
Alberto Salgado,Forró; Samba; MPB,15,0,/alberto-salgado/
Forró Pé de Ouro,Forró; Funk; Axé,62,0,/forro-pe-de-ouro/
Rodrigo D'Sá E Os Serafins,Forró,7,0,/rodrigo-dsa-e-os-serafins/
Estakazero,Forró,86,0,/estakazero/
Fabiane Gurgel,Gospel/Religioso; Forró,0,0,/fabiane-gurgel/
Cacau Com Leite,Forró; Jovem Guarda; Axé,25,0,/cacau-com-leite/
Calango Aceso,Forró; Axé; Sertanejo,171,0,/calango-aceso/
Danny e Banda Mega Star,Regional; Pop; Forró,12,0,/danny-e-banda-mega-star/
Forró Estourado,Forró; Axé; Dance,28,0,/forro-estourado/
Potiguá,Forró; Velha Guarda; Reggae,44,0,/potigua/
Jorge Luiz da Silva,Pop; Forró; MPB,54,0,/jorge-luiz-da-silva/
Trio Juriti,Forró; Axé,44,0,/trio-juriti/
Gilvan Nascimento,Forró,48,0,/gilvan-nascimento/
Israell Muniz,Forró; Piseiro,12,0,/israell-muniz/
Larissa Emilly,Forró,5,0,/larissa-emilly/
Marília Marques,Sertanejo; Forró,22,0,/marilia-marques/
JP Santos,Forró; Sertanejo,5,0,/jp-santos/
Lucas Pavani,Forró; Romântico; Sertanejo,5,0,/lucas-pavani/
